,Surface m²,Price €,Luxury_location,Date Post,Description,Meublee,Type_appart_chambre,Type_appart_studio,Code_postal_75001,Code_postal_75002,Code_postal_75003,Code_postal_75004,Code_postal_75005,Code_postal_75006,Code_postal_75007,Code_postal_75008,Code_postal_75009,Code_postal_75010,Code_postal_75011,Code_postal_75012,Code_postal_75013,Code_postal_75014,Code_postal_75015,Code_postal_75016,Code_postal_75017,Code_postal_75018,Code_postal_75019,Code_postal_75020
11,53,1533,0,30 août 2019,"Daumesnil. Haussmannien, au calme, 3 pièces, 53 m², au 2e, meublé, belles prestations (moulures, cheminées, parquet), salle de bains marbre avec wc, cuisine équipée, salon, salle à manger, chambre, rangements.

Bail 1 an. Libre de suite.
Visite jeudi 29, vendredi 30 et samedi 31 août de 13h à 18h avec possibilité pendant la matinée.
(Agences s'abstenir).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,38,1400,0,30 août 2019,"Métro place d'Italie ou Tolbiac.
2 pièces meublé environs 38 m².
Immeuble récent.
Ascenseur, chauffage central.
Tout confort, cuisine séparée, salle de bains, lave linge.
Possibilité TV, internet.
Polocation et courte durée possible.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,33,1130,0,30 août 2019,"2 pièces de 32,5m2 en parfait état entre Lamarck et Jule Joffrin, près de l'intersection Rue Marcadet / Rue Damrémont.
Bien optimisé. Intégralement meublé : lave-linge, lave-vaisselle, draps, serviettes, assiettes, couverts, etc…
Idéalement pour personne seule.

Disponible de suite.
Les visites seront organisées Samedi 31 Aout entre 15h et 20h. La réponse sera rendue Dimanche 12h pour emménagement possible le jour même
Loyer en accord avec la nouvelle règlementation sur le plafonnement des loyers parisiens.
Charges mensuelles : 130€.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,75,2350,1,30 août 2019,"Appartement meublé 75,5 m², entièrement rénové, au 2e étage avec ascenseur. Quartier Grands Boulevards, Drouot, proche d'Opéra et des gares (Est et Nord).

Chauffage individuel gaz. 2 chambres (20 et 17 m²), salon salle à manger (TV, cable, box). Poutres apparentes.
Cuisine équipée 10 m², matériel de grande qualité, lave-linge, sèche-linge, lave-vaisselle, fours, plaque induction etc., (Miele, Bosch...), salle de bains avec baignoire. Porte blindée.

Classe énergie C.
Loyer charges comprises sauf gaz, électricité. Dépôt de garantie et cautions sérieuses demandés. Visite sur Rendez-vous.
Libre au 1er septembre 2019.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,30,980,1,30 août 2019,"Proche Bastille.

Studio de 30 m² meublé et garni.
Au 3ème étage, sans ascenseur, calme, clair, poutres apparentes, beaucoup de charme.
Salle de douche, wc, coin cuisine (réfrigérateur, plaques induction), alcôve couchage 2 places.

Immeuble ancien.

*Libre de suite. *

Loyer charges comprises.
Caution et garanties demandées.",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,71,1964,0,30 août 2019,"Meublé 3 pièces + dressing de 71 m² au 29ème étage.
Très lumineux, vue imprenable sur Est parisien, sans aucun vis-à-vis.
Grand séjour + cuisine américaine de 33 m², espace nuit parfaitement isolé de l'espace jour, cuisine récente entièrement équipée (induction, lave-vaisselle, réfrigérateur - congélateur, four pyrolyse), 2 chambres, salle d'eau avec lave-linge.
Baies vitrées (double vitrage sur aluminium) sur toute la largeur des 3 pièces.
Pièce supplémentaire de 6 m² pouvant servir de bureau ou de dressing, nombreux rangements.
Cave et parking.
Immeuble de standing sous vidéo surveillance + gardien 24/7.
Tous commerces à proximité, hyper marché à 7 mn à pied. Centre commercial Italie 2 à 10 mn. Métro Olympiades (ligne 14) à 5 mn et tramway à 10 mn.
Maternelle, primaire et collège à moins de 150 m, sans rue à traverser.
Square et grand parc à 5 mn.
Loyer : 1964 € charges comprises (chauffage, eau chaude et froide inclus), sauf EDF (environ 35 Euros par mois).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,599,0,30 août 2019,"Dans quartier calme et agréable de la Plaine Monceau dans le 17e arrondissement de Paris.
A proximité des Champs-Élysées, de l'Opéra et de la gare Saint-Lazare.

Loue, pour personne seule, chambre meublée mansardée avec lavabo (douche et wc sur palier) au 4 ème étage sans ascenseur.
Connexion wifi.
Draps fournis.

Prix toutes charges comprises pour un mois : 599€.
Location possible à la journée : 39€ par nuit.
Nombreux transports en commun à proximité : 3 stations de Métro : Wagram, Villiers et Malesherbes (lignes 2 et 3).
RER : Pereire (RER C).
Transilien : Pont Cardinet (ligne L).
Bus : 94, 31, 20, 528, 163.
Proche du marché de la rue Lévis et de tous types de commerces et services : supermarchés, cafés, restaurants, banques, laveries, pressings, postes, pharmacies…
Merci d'appeler avant 20h.

Loyer : 599 €/mois charges comprises.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,60,2300,1,30 août 2019,"
					Loft de 60m2 avec terrasse dans le quartier Montorgueil				",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,33,1100,0,30 août 2019,"10è à côté de la Place Liszt grand studio lumineux et agréable meublé libre de suite.

Dans une copropriété calme au 4è étage avec ascenseur, appartement meublé de 33 m² pour de périodes de 9 mois / 1 an (renouvelable) à une personne avec références, sérieuse, tranquille et très soignée. L'appartement se compose d'une belle pièce donnant sur rue, d'une grande entrée, d'une cuisine séparée avec fenêtre, d'une salle d'eau et de wc séparés.
Fenêtres double vitrage, lit double, commode, armoire, canapé, fauteuil, TV, wifi, table à manger, chaises, lumières, plaques vitrocéramiques, frigo, machine à laver et électro-ménagers variés. Quartier commerçant animé et très bien desservi.

Loyer : 1100€/mois charges incluses sauf électricité. Dépôt de garantie de deux mois.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,9,510,0,30 août 2019,"Idéale étudiant(e). 6éme étage sans ascenseur
Chambre Meublée, Douche à l'intérieur, micro-ondes, frigo, lit, armoire-penderie, bureau, chaise, lampe bureau, évier-plaque de cuisson, vaisselle.
Toilettes sur le palier.

Loyer : 510 €/mois charges comprises",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,57,1520,0,30 août 2019,"Appartement 2 pièces de 57 m², quartier Exelmans, 5e étage avec ascenseur, à 2 mn à pied du métro Exelmans.
Immeuble sécurisé, digicodes et gardien, avec jardin donnant sur rue calme.
2 pièces comprenant une entrée, un séjour/salle à manger, une chambre avec dressing, une cuisine entièrement équipée (four, plaques vitro, lave-vaisselle, meubles de rangement et plan de travail), une salle de bains avec baignoire, et wc séparés.

Parquet au sol, cave, eau et chauffage collectif inclus dans les charges.

Proche commerces, transports et écoles.

Disponible immédiatement.
Caution solidaire susceptible d'être demandée.
Loyer : 1.520 €/mois + 150 € charges.
Loyer : 1520 € + charges 150 €",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,17,675,1,30 août 2019,"Marais. Rue de Saintonge.

Beau F1 meublé, de 17 m².
Appartement lumineux bien agencé dans bonne copropriété : Coin cuisine avec plaques électrique, réfrigérateur, rangements et coin nuit séparé avec lit en mezzanine, bureau, armoire.

wc sur palier à usage exclusif pour le logement.
Résidence calme et agréable.
Au 6e (sans ascenseur).

Libre au 16 Septembre.
Préférence pour le dossier avec un garant.
Loyer : 660 €/mois + 25 € charges.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,33,1590,1,30 août 2019,"Quartier Latin / Les Gobelins  - 33m2.

Magnifique appartement au 5ème étage baigné de lumière avec vue sur le ciel. Cet appartement de 2 pièces de 33m2 loi Carrez aux prestations très haut de gamme a été entièrement repensé et refait à neuf par une architecte d'intérieur. Sur une rue très peu passante, le calme de l'appartement est absolu.

- Calme absolu
- 2 très grandes fenêtres et traversant qui laisse le ciel et le soleil rentré (exposition pleine Est) - Très lumineux
- Cuisine refaite à neuf, toute équipée - four, lave vaisselle, lave linge, frigo
- De très nombreux rangements à travers tout l'appartement dont une grande penderie dans la chambre
- Grande hauteur de plafond - 2.65m
- Aménagement haut de gamme refait à neuf par une architecte d'intérieur. Zéro perte de place.

Il se compose de :
une petite entrée avec un grand placard
un salon avec canapé convertible, table à manger et écran plat
une chambre avec nombreux rangement sur mesure et lit double, applique murale
une salle de bains avec douche à l'italienne, vasque, toilettes et lave-linge.

L'appartement est loué tout équipé et meublé avec des produits récents (achetés en Août). Vous n'avez qu'à poser vos bagages
- Grand Écran plat 110 cm, penderie, canapé, table basse, table de repas, applique, luminaire, lit double
- Cuisine moderne et tout équipé : lave-vaisselle, frigidaire, four/micro-ondes, vaisselle etc…
- Salle de bains tout confort : grande douche carrelée sur mesure, vasque, toilettes, lave-linge
- Sol plan avec parquet, plat et parfaitement isolant acoustiquement.
- Fenêtres, chauffage électrique, digicode.

Situation géographique idéale :
- Plein 5eme arrondissement entre Place Monge et les Gobelins
- 1 min à pied de la station les Gobelins - Ligne 7
- 5 min du Jardin des Plantes
- 7 min à pied de la rue Mouffetard.
À proximité de commerces et écoles (boucherie, boulangerie, Monoprix en bas).

Loyer : 1590 €/mois charges comprises.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,18,670,0,30 août 2019,"Métro Louis Blanc.

Beau studio loué vide refait de 18 m², clair, dans bel immeuble, au 2e étage avec ascenseur.
Vidéophone, digicode, vigik,
- 1 pièce principale avec 1 fenêtre double vitrage ouest
- 1 cuisine équipée : évier, plaques électrique, réfrigérateur, rangements.
- 1 salle d'eau: lavabo, douche, armoire de toilette, VMC,  wc.
Bonne isolation thermique avec radiateur radiant moderne.
Pour étudiant(e) avec Caution parentale.
Merci de venir à la visite avec un dossier complet ou de me le faire parvenir par mail.

Loyer 670 €/mois + charges 65 €.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,30,1200,0,30 août 2019,"Près rue mouffetard, au fond d'un grand jardin fruitier, dans petit immeuble de 2 étages, magnifique studio meublé, équipé, 30 m² avec grande mezzanine, poutres anciennes apparentes.
Jardin partagé, chaque appartement utilise une partie.

Cuisine marbre équipée, lave-linge, machine à café, four micro-ondes, vaisselle et couverts, salle de bain marbre, baignoire, serviettes de bains, lit double king-size avec linge, table, 5 chaises, bureau, petites tables, canapé confortable, TV internet contrat orange compris dans le loyer.

Atmosphère conviviale dans toute la maison.

Loyer : 1.200 €/mois charges comprises (sauf électricité et gaz).

Libre de suite

Possibilité courte durée.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,72,2370,0,30 août 2019,"Très beau 3 pièces de 71.30 m² au 5ème étage avec ascenseur.
Immeuble de standing et calme, gardienne double exposition : belle entrée, cuisine aménagée, grand séjour avec balcon, 2 chambres avec chacune un balcon privatif sur jardin, salle de douche,salle de bains, nombreux placards., wc séparés.
Cave.
Quartier commerçant, galerie marchande, marché 3 fois par semaine.
Métro : Victor Hugo, Trocadéro, rue de la Pompe. Proximité de la faculté Dauphine et du lycée Janson.

Le chauffage collectif est compris dans les charges.
Loyer 2.370 €/mois provision charges comprise.

Possibilité parking dans l'immeuble en sus.
Visite 7j/7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,22,900,1,30 août 2019,"Meublé Studio 22 m².  (Jardin des Plantes). Idéal étudiant(e). Proximité Fac Censier, Jussieu, quartier Latin, Sorbonne médecine.

2 Pièces + mezzanine, Rez-de-Chaussée sur cour calme et clair, immeuble pierre de taille, digicode, interphone, cuisine américaine toute équipée, micro-ondes, réfrigérateur, lave-linge.
Salle d'eau (douche) indépendante, et wc indépendant.

Nombreux commerces à proximité.
Disponible immédiatement.

Métro : Censier Daubenton, Gobelins ligne 7, St Marcel ligne 5 Bus : 67,91,21,27
Classe énergie : E.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,74,2370,0,30 août 2019,"Bail meublé code civil (société ou hab.secondaire) exclusivement. Durée ferme mini 6 mois, 1 an souhaité.

(Triangle Vendôme / Opéra /Louvre). T3, 74 m²- , 3ème- Séjour, 2 chambres spacieuses, kitchen. équipée, bains marbre +sanitaires  qualité + wc + autre wc séparés, nombreux vitraux, meubles style parisien.
(Abonnements Électricité,/gaz)
(internet /cable non compris)

Conditions contractuelles à charge du preneur :
 - Taxes d'habitation  (2.535€) et d'ordure ménagère (320€)
- Entretien . annuel  chaud. gaz (130€)
- Restitution linge maison après nettoyage par professionnel
- Ménage final de sortie soigné requis (vitres, lustres, volets inclus).

Libre au 8 avril 2019
2 mois de garantie
Garantie bancaire ou paiement d'avance totalité loyers + 2 mois DG

Paris (first arrondissement) nearby Vendôme - Opéra - Tuileries - 3 room fully furbished apartement (Parisian-style furniture and decoration) - - Classic 1830 building - 3d-  - 3  points lock gateway - 74 sq.m (800 sq/ ft)- 1 living/dining room - 2 large bedrooms - (2 hight wind/room) -equipped kitchen - big bathroom marble with classic clawfoot tub and toilet - separate W.C.- marble fireplaces - moldings - stained glasses windows in livingroom, bathroom and kitchen -
(Electricity, gaz, d'habitation tax and taxes of household waste non included)
Annual maintenance of the gaz boiler required.
Final house linen cleaning out and ironing in laundry required for bed sheets,pillow cases and toilet towels -
Final soigné output household also required (chandeliers, windows and shutters included)
Available april 8th2019
Loyer : 2370 € charges comprises",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,1350,0,30 août 2019,"
					METRO DUPLEIX - STUDIO SUR JARDIN PRIVE TERRASSE				",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,42,1700,0,30 août 2019,"T2 meublé de 42 m², au 90 boulevard de Grenelle, entre métros Dupleix et Motte Picquet.

Refait à neuf Au 1er étage sans ascenseur.
Entrée avec dressing, cuisine américaine équipée (lave-linge, lave-vaisselle, micro-ondes, sèche-linge, réfrigérateur/congélateur), chambre sur cour avec nombreux rangements, salle d'eau avec grand bac de douche et toilettes séparés. Double vitrage. Chauffage individuel gaz.

Loyer : 1700 €/mois charges comprises.
Libre: 2 septembre 2019.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,31,1295,0,30 août 2019,"Métro La Muette. Rue des Vignes. Au 3e étage, ascenseur. Pas de colocation.
Grand studio traversant de 31 m², sans vis-à-vis, entièrement meublé, comprenant : petite salle à manger, chambre avec placards / penderie, salle de bains avec baignoire d'angle, cuisine agencée avec de nombreux rangements, lave-linge séchant, lave-vaisselle, four, micro-ondes, plaques vitrocéramique, hotte, réfrigérateur/congélateur, téléviseur écran plat.
Digicode + interphone. Eau chaude et chauffage collectifs.

 Libre de suite. 1.295.00 €/mois charges comprises.
Prévoir dossier pour rendez-vous . Visites après 19h00 .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,51,1500,0,30 août 2019,"Entrée Parc Buttes Chaumont. Avenue Maturin Moreau. «Résidence Picardie »

Immeuble de standing moderne ravalé, au 2e étage avec ascenseur, grand 2 pièces 51 m² entièrement refait à neuf : entrée, cuisine, salle de bains, wc séparés, nombreux placards, loggia 6m2. Calme et ensoleillé. Cave. Local à vélos
Métros et nombreux bus à proximité.

Libre de suite.
Se présenter avec dossier.

Loyer : 1.360 €/mois + 140 € provision charges (eau chaude et chauffage central inclus).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,-1,840,1,30 août 2019,"Petit 2 pièces coquet au 3ème étage d'une copropriété calme. Entièrement parqueté: séjour, chambre lit double, coin cuisine et salle d'eau.

Entièrement meublé et équipé (lit, table, petit bureau, micro-ondes, machine à laver...). Donnant sur cour, vous apprécierez le calme de la résidence tout en étant au coeur de Paris dans une zone très prisée du 11ème arrondissement.

A visiter sur place samedi 31/08 à partir de 16h à 18h accompagné  de votre dossier et de références sérieuses.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,29,980,0,30 août 2019,"Studio meublé, 29 m², au rez-de-chaussée sur cour (sécurisé par digicode), dans bel immeuble ancien, composé : espace de vie, lit, grande armoire, bureau et bonnetière, cuisine américaine équipée lave-linge, lave-vaisselle et four, micro-ondes, cafetière et hotte.
Chauffage individuel électrique dans séjour et salle d'eau.

5 mn métro Alésia, tramway.

Libre Le 1er septembre 2019.

Loyer 930 €/mois + 50 € charges.
Garanties et Caution solidaire ou parentale demandées.
Agences s abstenir.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,21,820,0,30 août 2019,"Studio meublé, 21 m², rez-de-chaussée sur rue, cuisine séparée et équipée, salle d'eau rénovée avec douche italienne et wc. Entrée de l'immeuble sécurisée, double vitrage (3 fenêtres). Porte blindée et volets métalliques. Chauffage individuel électrique.
Près métro Maison-Blanche, Tolbiac ou tramway, nombreux commerces
Si vous êtes intéressé , dossier complet avec garanties exigées, lors des visites.
Libre 1 Septembre 2019.
Touristes et agences s'abstenir.
Loyer : 780 €/mois + 40 € charges.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,9,515,0,30 août 2019,"Metro Passy, rue Eugène Manuel. Au 7e sans ascenseur. Studette meublée, 9m², refaite à neuf : douche, lit 1 place, cuisinette équipée (réfrigérateur, micro-ondes, vaisselle), wc sur palier. Ensoleillée. Double vitrage.
Gardien, digicode. Proche tous commerces. Dépôt de garantie 2 mois. Garanties et caution demandées.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,26,1280,1,30 août 2019,"Panthéon, Près Mouffetard et lycée Henri IV.

Petit 2 pièces (façon studio)  26 m², au 3e étage sans ascenseur.
Meublé, très équipé pour pied-à-terre, cadre en mission...
Exposition sud, double-vitrage, soleil.

Sectorisation lycée Henri IV (à 100 m) Vue dégagée.

Une pièce unique pour salon ou chambre, une pièce pour cuisine et coin repas. Une salle de bains avec wc. Entièrement équipé : mobilier, linge avec rechange, vaisselle, télévision, dvd, bureau, wifi.
Au 3e sans ascenseur.

Libre le 30 décembre 2019.
Loyer 1.280 €/mois totalité charges et TV TNT inclus (électricité et téléphone restent à charge locataire).

Idéal personne seule, cadre en mission, étudiant (colocation impossible, un seul couchage double en clic-clac Bultex).  Bail résidence non principale : location meublée soumise au droit civil, bail société pour personnel en stage ou mission, bail étudiant 9 mois, bail mobilité. Sérieuses garanties demandées.",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,15,690,0,30 août 2019,"Ce logement est entièrement rénové. Le studio est très calme, meublé et équipé. Une télévision écran plat avec toutes les chaines du câble.

La cuisine est fonctionnelle, deux plaques de cuissons vitro céramique, un réfrigérateur, machine à laver, des couverts et d'autres équipements vous faciliterons votre installation. Très fonctionnel avec de nombreux rangements.

Vous avez accès au logement en intégralité.

Le quartier : Ce logement résidentiel est situé en plein paris à quelques minutes du célèbre hôtel 'Mama Shelter' designé par Philippe Starck ainsi que de la place Gambetta.
Pour les ambiances plus sérieuses, la toute nouvelle médiathèque Marguerite Dumas est situé à quelques pas du logement et vous accueillera tous les jours de 10h à 19h. Ainsi que le célèbre flèche d'or.

Le métro le plus proche est Alexandre Dumas et Gambetta à 2 minutes.

Type de lit : canapé-lit.
Type de propriété : appartement.
Capacité d'accueil : 2.
Salles de bains (douche) : 1.
Wc.
Lit : 1.

Télévision : Produits de base.
Chauffage Centrale.
Machine à laver.
Micro-ondes.
Nombreux rangements.


Caution : 2 mois de loyer.
Ascenseur 2ème Etage.

Loyer hors charges : 90 € de charges par mois comprend chauffage collectif centrale, eau chaude eau froide.

Référence demandée.

Libre fin Aout 2019.
Loyer : 690 € + charges 90 €

( Uniquement par Mail ).",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,18,690,0,30 août 2019,"Proximité Cours de Vincennes.
Studio meublé de 18 m², au 1er sur cour, ascenseur. Entièrement rénové.
Pièce principale, coin cuisine et salle de douche/wc.
Métro Porte de Vincennes, tramway et commerces à proximité.
Double digicode.
Libre de suite.
Références et garants demandés.

Loyer : 640 €/mois + 50 € charges forfaitaires.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
